codlem	gen	codmorf	LiLaRef	n_id	lemma	Throw_n_id	Throw_lemma	chk
N2	m	NcB	lemma/133234	DF11H	thiuphadus	DF24B	tiuphadus	NO
N2	m	NcB	lemma/128342	t0767	tofus	DF2FC	tophus	OK
N3B	n	NcC	lemma/128413	t0831	toral	DF2G6	torale	OK
N3B	n	NcC	lemma/128413	t0831	toral	DF2G6	torale	OK
N3B	m	NcC	lemma/128464	t0874	tortor	DF368	torsor	OK
N1	f	NcA	lemma/128011	t0462	taberna	DF3E1	trabena	OK
N3B	f	NcC	lemma/128496	t0903	trabs	DF3E3	trabes	OK
N3B	f	NcC	lemma/128496	t0903	trabs	DF3E3	trabes	OK
N3B	f	NcC	lemma/128496	t0903	trabs	DF3E6	trabis	OK
N3B	f	NcC	lemma/128496	t0903	trabs	DF3E6	trabis	OK
N2	m	NcB	lemma/128528	t0935	tragelaphos	DF435	tragelaphus	OK
N1	f	NcA	lemma/128548	t0952	trahea	DF442	traha	OK
V1		VmF	lemma/128666	t1068	transnato	DF47E	tranato	OK
V3		VmH	lemma/128712	t1113	transumo	DF4EH	transsumo	OK
N2/1	*	Af-	lemma/128704	t1105	transuersarius	DF51H	trauersarius	OK
N2/1	*	Af-	lemma/128704	t1105	transuersarius	DF51H	trauersarius	OK
V1		VmF	lemma/134239	DF460	traino	DF535	trayno	NO
N1	f	NcA	lemma/127862	t0326	tribula	DF5G2	tribla	OK
N2	m	NcB	lemma/128778	t1170	tribolus	DF5H7	tribulus	OK
V1		VmF	lemma/128840	t1223	tricor	DF60C	trico	OK
N	m	NcP	lemma/134690	DF5EC	triaen	DF637	trien	NO
I		X--	lemma/128825	t1212	triciens	DF652	trigies	OK
V1		VmF	lemma/129012	t1380	trisso	DF688	trinso	OK
V1		VmF	lemma/128986	t1354	tripodo	DF693	tripedo	OK
N1	f	NcA	lemma/128964	t1332	tripeccia	DF699	tripetia	OK
V1		VmF	lemma/128993	t1361	tripudio	DF6A9	tripodio	OK
N2	m	NcB	lemma/129071	t1433	trochiscus	DF6H8	trociscus	OK
N1	f	NcA	lemma/129072	t1434	trochlea	DF6HB	troclea	OK
N2	n	NcB	lemma/135058	DF70E	troillium	DF74D	troyllium	NO
N2	n	NcB	lemma/129121	t1475	tryblium	DF753	trublium	OK
V1		VmF	lemma/129091	t1453	trucilo	DF75G	truculo	NO
N1	f	NcA	lemma/129099	t1460	trulla	DF765	truella	OK
N1	f	NcA	lemma/135232	DF76C	truia	DF7AB	truya	NO
N2	n	NcB	lemma/129182	t1707	tuccetum	DF7CG	tucetum	OK
V1		VmF	lemma/129217	t1738	tumultuor	DF7HF	tumultuo	OK
N1	f	NcA	lemma/129240	t1760	turbella	DF82D	turbela	OK
N3B	f	NcC	lemma/129281	t1801	turpedo	DF87A	turpido	OK
N1	f	NcA	lemma/129297	t1818	turturella	DF8A1	turturilla	OK
N1	f	NcA	lemma/128386	t0809	tonsillae	DF8AB	tusillae	OK
N1	f	NcA	lemma/129315	t1837	tutela	DF8BG	tutella	OK
V1		VmF	lemma/129322	t1843	tutor	DF8B8	tuto	OK
N1	f	NcA	lemma/128232	t0667	tibia	DF8D7	tybia	NO
N2	n	NcB	lemma/132261	DEFGH	tegorium	DF8DC	tygurium	NO
N1	f	NcA	lemma/128257	t0689	tilia	DF8DE	tylia	NO
N2	n	NcB	lemma/133407	DF1BF	timonagium	DF8E5	tymonagium	NO
N2	m	NcB	lemma/133220	DF113	thimonus	DF8E6	tymonus	NO
N3B	n	NcC	lemma/133420	DF1CA	timpora	DF8F3	tympora	NO
N1	f	NcA	lemma/135637	DF204	tirannia	DF8G6	tyrannia	NO
N1	f	NcA	lemma/133229	DF11C	thiriaca	DF8GG	tyriaca	NO
N1	f	NcA	lemma/128310	t0737	tisana	DF8H3	tysana	OK
N2	m	NcB	lemma/133234	DF11H	thiuphadus	DF8H6	tyuphadus	NO
N1	f	NcA	lemma/83877	DE124	uacaria	DE13G	uacharia	NO
N1	f	NcA	lemma/129654	u0179	uecordia	DE170	uaecordia	OK
N2/1	*	Af-	lemma/129735	u0255	uenaliciarius	DE171	uaenaliciarius	NO
N3A	*	Af-	lemma/129740	u0257	uenalis	DE172	uaenalis	NO
V1		VmF	lemma/129494	u0037	uagito	DE18E	uagitor	OK
N3B	f	NcC	lemma/129512	u0053	ualetudo	DE1E3	ualitudo	OK
N3B	m	NcC	lemma/91593	b0364	baro	DE27E	uaro	OK
V1		VmF	lemma/129633	u0160	uaticinor	DE2DF	uaticino	OK
N1	f	NcA	lemma/91423	b0208	batiola	DE2E3	uatiola	OK
N2	n	NcB	lemma/84270	DE1A0	uaisellum	DE2FB	uaysellum	NO
N1	f	NcA	lemma/84311	DE306	uechia	DE308	uecia	NO
N2/1	*	Af-	lemma/129681	u0206	uecturarius	DE311	uectarius	OK
N2/1	*	Af-	lemma/129681	u0206	uecturarius	DE311	uectarius	OK
V1		VmF	lemma/129718	u0238	uelitor	DE373	uelito	OK
N1	f	NcA	lemma/130202	u0662	uilla	DE376	uella	OK
N2	m	NcB	lemma/130211	u0671	uillus	DE37F	uellus	OK
N2	n	NcB	lemma/130251	u0706	uindicium	DE3B8	uendicium	OK
V1		VmF	lemma/130252	u0707	uindico	DE3B5	uendico	OK
N2/1	*	Af-	lemma/129818	u0326	uentriosus	DE405	uentrosus	OK
N1	f	NcA	lemma/129975	u0466	ueruella	DE425	uerbella	OK
N3B	m	NcC	lemma/129976	u0467	ueruex	DE42E	uerbex	OK
N3B	m	NcC	lemma/129976	u0467	ueruex	DE435	uerbix	OK
N1	f	NcA	lemma/84613	DE174	uaeria	DE47A	ueria	NO
N2/1	*	Af-	lemma/130355	u0799	uirosus	DE4CA	uerosus	OK
N2/1	*	Af-	lemma/131148	u9999	uirosus	DE4CA	uerosus	OK
N3B	m	NcC	lemma/129915	u0414	uerres	DE4D9	uerris	OK
I		X--	lemma/129944	u0440	uersus	DE4G4	uersum	OK
N2	m	NcB	lemma/129968	u0460	uertragus	DE4G9	uertagus	OK
V1		VmF	lemma/129961	u0454	uertiginor	DE4HC	uerticinor	OK
V1		VmF	lemma/130065	u0539	ueto	DE58C	uetho	NO
N2	n	NcB	lemma/130172	u0634	uiduuium	DE65C	uidubium	OK
N3B	m	NcC	lemma/130434	u0873	uitor	DE675	uietor	OK
N1	f	NcA	lemma/91584	b0356	biga	DE678	uiga	OK
N2	m	NcB	lemma/130951	u1360	uilicus	DE6C5	uillicus	OK
N1	f	NcA	lemma/131092	u9735	uinacea	DE6DA	uinacia	OK
N1	f	NcA	lemma/130259	u0714	uineola	DE729	uiniola	OK
N2/1	*	Af-	lemma/130302	u0752	uiracius	DE75F	uiratius	OK
N2/1	*	Af-	lemma/130302	u0752	uiracius	DE75H	uiratus	OK
N2	m	NcB	lemma/129868	u0373	uergobretus	DE78B	uirgobretus	OK
N2	n	NcB	lemma/130874	u1290	uiridiarium	DE798	uiridarium	OK
N3B	m	NcC	lemma/91664	b0428	bison	DE7GD	uison	OK
N2/1	*	Af-	lemma/130440	u0879	uitrearius	DE826	uitriarius	OK
N2/1	*	Af-	lemma/130440	u0879	uitrearius	DE826	uitriarius	OK
N2	m	NcB	lemma/130531	u0966	umbilicus	DE89H	umblicus	OK
N3B	f	NcC	lemma/130602	u1030	undatio	DE8D6	undacio	NO
N3A	*	Af-	lemma/130991	u1400	unanimis	DE8FD	unianimis	OK
N2/1	*	Af-	lemma/130998	u1407	unoculus	DE8H3	unioculus	OK
N2/1	*	Af-	lemma/130688	u1114	unipetius	DE8H6	unipecius	OK
N2/1	*	Af-	lemma/130688	u1114	unipetius	DE8H6	unipecius	OK
I		X--	lemma/130569	u1000	umquam	DE911	unquam	OK
N3B	m	NcC	lemma/130657	u1085	unguis	DE917	unx	OK
V1		VmF	lemma/130725	u1148	uociferor	DE930	uocifero	OK
N2	n	NcB	lemma/91742	b0500	bolarium	DE954	uolarium	OK
N1	f	NcA	lemma/130737	u1159	uolatica	DE956	uolaticha	NO
N2	n	NcB	lemma/130735	u1158	uolaemum	DE961	uolemum	OK
N1	f	NcA	lemma/131124	u9977	uulsura	DE973	uolsura	OK
N2	m	NcB	lemma/91976	b0720	bulbus	DE9A0	uoluus	OK
N1	f	NcA	lemma/129952	u0447	uersura	DE9B5	uorsura	OK
N3B	m	NcC	lemma/129951	u0446	uertex	DE9B7	uortex	OK
V1		VmF	lemma/130065	u0539	ueto	DE9C4	uoto	OK
N2	n	NcB	lemma/85784	DE945	uoiagium	DE9DG	uoyagium	NO
N2	m	NcB	lemma/130811	u1232	uranoscopos	DE9EB	uranoscopus	OK
V1		VmF	lemma/130837	u1257	urinor	DE9GF	urino	OK
N3B	m	NcC	lemma/130748	u1170	uolpio	DEAC0	uulpio	OK
N1	f	NcA	lemma/130749	u1171	uolsella	DEAC1	uulsella	OK
N2	n	NcB	lemma/85418	DE80A	uitatorium	DEAD8	uytatorium	NO
N2	n	NcB	lemma/58246	D7BF9	ibernagium	DEC2H	ybernagium	NO
N1	f	NcA	lemma/58262	D7BGA	icona	DEC33	ycona	NO
N2	m	NcB	lemma/58263	D7BGD	iconomus	DEC34	yconomus	NO
N3B	f	NcC	lemma/58273	D7BHB	idemptitas	DEC36	ydemptitas	NO
N1	m	NcA	lemma/106089	i0082	idiota	DEC37	ydiota	NO
N1	f	NcA	lemma/58285	D7C07	idolagia	DEC38	ydolagia	NO
N2/1	*	Af-	lemma/106101	i0093	idoneus	DEC3A	ydoneus	NO
N1	f	NcA	lemma/86468	D7C14	idria	DEC3B	ydria	NO
N3B	f	NcC	lemma/106313	i0290	imaginatio	DEC47	ymaginatio	NO
N3A	*	Af-	lemma/86492	D7DGA	impraeceps	DEC52	ympreceps	NO
N2	m	NcB	lemma/59125	D7G38	indardus	DEC53	yndardus	NO
N2/1	*	Af-	lemma/86495	D81DF	inspurus	DEC56	ynspurus	NO
N2	n	NcB	lemma/86523	DEC6G	ypopirgium	DEC6H	ypopyrgium	NO
N2	m	NcB	lemma/86545	D8489	isembrunus	DEC83	ysembrunus	NO
N1	f	NcA	lemma/60367	D8491	ispia	DEC8H	yspia	NO
N2	n	NcB	lemma/60441	D84F4	iuernagium	DEC9C	yuernagium	NO
N1	f	NcA	lemma/99187	d1245	diaeta	DED00	zeta	OK
N2	m	NcB	lemma/131186	z0002	zaeus	DED08	zeus	OK
V1		VmF	lemma/131217	z0028	zinzio	DED27	zinzito	OK
V1		VmF	lemma/131215	z0026	zinzilo	DED29	zinzulo	NO
